,caseid,pre_rptyid,pre_medicare,pre_leastsp,pre_senterm,pre_medicare_correct,pre_leastsp_correct,pre_senterm_correct,avg_score,total_score
1752,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1754,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1755,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1756,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1757,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1758,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1759,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1760,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1761,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1762,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1763,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1764,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1765,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1766,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1767,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1768,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1769,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1770,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1771,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1772,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1773,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1774,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1775,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1776,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1777,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,2.0,True,True,False,0.6666666666666666,2
1778,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,2.0,True,False,False,0.3333333333333333,1
1779,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,2.0,True,False,False,0.3333333333333333,1
1780,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1781,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1782,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,4.0,True,False,False,0.3333333333333333,1
1783,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1784,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1785,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,8.0,True,True,False,0.6666666666666666,2
1786,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1787,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1788,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1789,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1790,-1. Inapplicable,5. Other party,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1791,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1792,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1793,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1794,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,2.0,True,False,False,0.3333333333333333,1
1795,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1796,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1797,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1798,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1799,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1800,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1801,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1802,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1803,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1804,-1. Inapplicable,3. Independent,2. A program run by state governments to provide health care to poor people,1. Foreign aid,6.0,False,True,True,0.6666666666666666,2
1805,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,4.0,True,False,False,0.3333333333333333,1
1806,-1. Inapplicable,5. Other party,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1807,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,2.0,True,False,False,0.3333333333333333,1
1808,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1810,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1811,-1. Inapplicable,3. Independent,3. A private health insurance plan sold to individuals in all 50 states,2. Medicare,4.0,False,False,False,0.0,0
1812,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1813,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1814,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,2.0,True,False,False,0.3333333333333333,1
1815,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1816,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,5.0,True,False,False,0.3333333333333333,1
1817,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1818,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1819,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1820,-1. Inapplicable,5. Other party,3. A private health insurance plan sold to individuals in all 50 states,4. Social Security,4.0,False,False,False,0.0,0
1821,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,8.0,True,True,False,0.6666666666666666,2
1822,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1823,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1824,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,12.0,True,False,False,0.3333333333333333,1
1825,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1826,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1827,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1828,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,2.0,True,False,False,0.3333333333333333,1
1829,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,8.0,True,False,False,0.3333333333333333,1
1830,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,4.0,True,False,False,0.3333333333333333,1
1831,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,4.0,True,False,False,0.3333333333333333,1
1832,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1833,-1. Inapplicable,3. Independent,2. A program run by state governments to provide health care to poor people,1. Foreign aid,4.0,False,True,False,0.3333333333333333,1
1834,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1835,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1837,-1. Inapplicable,5. Other party,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,4.0,True,False,False,0.3333333333333333,1
1838,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,4.0,True,False,False,0.3333333333333333,1
1839,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1840,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1841,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1842,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1843,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1844,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,8.0,True,False,False,0.3333333333333333,1
1845,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1846,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1847,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,2.0,True,True,False,0.6666666666666666,2
1848,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1849,-1. Inapplicable,3. Independent,2. A program run by state governments to provide health care to poor people,1. Foreign aid,6.0,False,True,True,0.6666666666666666,2
1850,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1851,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1852,-1. Inapplicable,1. Democrat,2. A program run by state governments to provide health care to poor people,4. Social Security,6.0,False,False,True,0.3333333333333333,1
1853,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1854,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1855,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,2.0,True,False,False,0.3333333333333333,1
1856,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1858,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1859,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1860,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1861,-1. Inapplicable,5. Other party,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1862,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1863,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1864,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1865,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1866,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1867,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1868,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1869,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,8.0,True,False,False,0.3333333333333333,1
1870,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1871,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1872,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1873,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,2.0,True,True,False,0.6666666666666666,2
1874,-1. Inapplicable,3. Independent,3. A private health insurance plan sold to individuals in all 50 states,3. National defense,2.0,False,False,False,0.0,0
1875,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1876,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1877,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1878,-1. Inapplicable,2. Republican,2. A program run by state governments to provide health care to poor people,2. Medicare,6.0,False,False,True,0.3333333333333333,1
1879,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,2.0,True,False,False,0.3333333333333333,1
1880,-1. Inapplicable,1. Democrat,3. A private health insurance plan sold to individuals in all 50 states,4. Social Security,4.0,False,False,False,0.0,0
1881,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,8.0,True,False,False,0.3333333333333333,1
1882,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,4.0,True,False,False,0.3333333333333333,1
1883,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1884,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,2.0,True,False,False,0.3333333333333333,1
1885,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,4.0,True,False,False,0.3333333333333333,1
1886,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1887,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1888,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1889,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1890,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1891,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1892,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1893,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1894,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1895,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1896,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1897,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1898,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1899,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,2.0,True,False,False,0.3333333333333333,1
1900,-1. Inapplicable,3. Independent,3. A private health insurance plan sold to individuals in all 50 states,2. Medicare,4.0,False,False,False,0.0,0
1901,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1902,-1. Inapplicable,1. Democrat,3. A private health insurance plan sold to individuals in all 50 states,3. National defense,4.0,False,False,False,0.0,0
1903,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1904,-1. Inapplicable,5. Other party,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,2.0,True,False,False,0.3333333333333333,1
1905,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,3.0,True,False,False,0.3333333333333333,1
1906,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1907,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1908,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1909,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,2.0,True,False,False,0.3333333333333333,1
1910,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1911,-1. Inapplicable,3. Independent,2. A program run by state governments to provide health care to poor people,3. National defense,4.0,False,False,False,0.0,0
1912,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,2.0,True,False,False,0.3333333333333333,1
1913,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1914,-1. Inapplicable,5. Other party,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1915,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1916,-1. Inapplicable,5. Other party,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1917,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1918,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1919,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1920,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1921,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1922,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1923,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1924,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,4.0,True,False,False,0.3333333333333333,1
1925,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1926,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,2.0,True,False,False,0.3333333333333333,1
1927,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1928,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1929,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,4.0,True,False,False,0.3333333333333333,1
1930,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1932,-1. Inapplicable,2. Republican,3. A private health insurance plan sold to individuals in all 50 states,4. Social Security,4.0,False,False,False,0.0,0
1933,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1934,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1935,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1936,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1937,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1938,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,2.0,True,False,False,0.3333333333333333,1
1939,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1940,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,3.0,True,False,False,0.3333333333333333,1
1941,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1942,-1. Inapplicable,2. Republican,2. A program run by state governments to provide health care to poor people,3. National defense,4.0,False,False,False,0.0,0
1943,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1944,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1945,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1946,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,2. Medicare,6.0,True,False,True,0.6666666666666666,2
1947,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,4.0,True,True,False,0.6666666666666666,2
1948,-1. Inapplicable,3. Independent,2. A program run by state governments to provide health care to poor people,4. Social Security,6.0,False,False,True,0.3333333333333333,1
1949,-1. Inapplicable,2. Republican,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,4.0,True,False,False,0.3333333333333333,1
1950,-1. Inapplicable,3. Independent,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,8.0,True,False,False,0.3333333333333333,1
1951,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
1952,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,4. Social Security,6.0,True,False,True,0.6666666666666666,2
1953,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,3. National defense,6.0,True,False,True,0.6666666666666666,2
1954,-1. Inapplicable,1. Democrat,1. A program run by the U.S. federal government to pay for old people's health care,1. Foreign aid,6.0,True,True,True,1.0,3
